Date,Item,Price,Category,Clothing,Suggested Price
2021-09-24,jeans,$5.00 ,pants,1,5
2021-09-24,boutique item,$6.00 ,boutique_item,1,
2021-09-24,boutique item,$7.00 ,boutique_item,1,
2021-09-24,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-09-24,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-09-24,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-09-24,pants,$5.00 ,pants,1,
2021-09-24,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-09-24,boutique item,$6.00 ,boutique_item,1,
2021-09-24,dress,$6.00 ,skirts_shorts_dresses,1,5
2021-09-24,school_office_supplies,$5.00 ,school_office_supplies,0,
2021-09-24,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-09-24,hand bag,$5.00 ,accessories,1,5
2021-09-24,earrings,$3.00 ,jewelry,1,3
2021-09-24,earrings,$3.00 ,jewelry,1,3
2021-09-24,notebook,$3.00 ,school_office_supplies,0,3
2021-10-01,short skirt,$3.00 ,skirts_shorts_dresses,1,3
2021-10-01,blouse,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-01,earrings,$3.00 ,jewelry,1,3
2021-10-01,blouse,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-01,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-10-01,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-01,blouse,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,boutique item,$11.00 ,boutique_item,1,
2021-10-01,notebook,$1.00 ,school_office_supplies,0,3
2021-10-01,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-01,boutique item,$7.00 ,boutique_item,1,
2021-10-01,long skirt,$5.00 ,skirts_shorts_dresses,1,5
2021-10-01,long skirt,$5.00 ,skirts_shorts_dresses,1,5
2021-10-01,sunglasses,$2.50 ,accessories,1,5
2021-10-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-01,pants,$5.00 ,pants,1,
2021-10-01,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-01,boutique item,$6.00 ,boutique_item,1,
2021-10-01,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-01,notepad,$1.00 ,school_office_supplies,0,1
2021-10-01,blouse,$2.50 ,long_sleeves_blouses,1,5
2021-10-01,boutique item,$4.00 ,boutique_item,1,
2021-10-01,erasers,$1.00 ,school_office_supplies,0,1
2021-10-01,water bottle,$1.00 ,household_goods,0,1
2021-10-01,water bottle,$1.00 ,household_goods,0,1
2021-10-01,pencil sharpener,$5.00 ,school_office_supplies,0,0.5
2021-10-01,highlighters,$2.00 ,school_office_supplies,0,0.5
2021-10-01,water bottle,$1.00 ,household_goods,0,1
2021-10-01,boutique item,$8.00 ,boutique_item,1,
2021-10-01,boutique item,$15.00 ,boutique_item,1,
2021-10-01,boutique item,$5.00 ,boutique_item,1,
2021-10-01,t-shirt,$1.50 ,short_sleeve_tops,1,3
2021-10-01,water bottle,$0.50 ,household_goods,0,1
2021-10-01,earrings,$1.50 ,jewelry,1,3
2021-10-01,UCD t-shirt,$5.00 ,short_sleeve_tops,1,5
2021-10-01,boutique item,$6.00 ,boutique_item,1,
2021-10-04,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-04,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-04,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-04,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-04,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-06,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-06,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-06,jeans,$5.00 ,pants,1,5
2021-10-06,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-06,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-06,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-06,blouse,$5.00 ,long_sleeves_blouses,1,5
2021-10-06,jacket,$11.00 ,hoodies_coats,1,5
2021-10-06,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-06,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-06,slacks,$5.00 ,pants,1,5
2021-10-08,notebook,$3.00 ,school_office_supplies,0,3
2021-10-08,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-08,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-08,earrings,$3.00 ,jewelry,1,3
2021-10-08,boutique item,$13.00 ,boutique_item,1,
2021-10-08,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
2021-10-08,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-08,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-08,notebook,$3.00 ,school_office_supplies,0,3
2021-10-08,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-08,boutique item,$6.00 ,boutique_item,1,
2021-10-08,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
2021-10-08,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
2021-10-08,boutique item,$7.00 ,boutique_item,1,
2021-10-08,vase,$5.00 ,household_goods,0,5
2021-10-08,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-08,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-08,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-08,boutique item,$5.00 ,boutique_item,1,
2021-10-08,boutique item,$6.00 ,boutique_item,1,
2021-10-08,jeans,$5.00 ,pants,1,5
2021-10-08,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-08,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-08,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
2021-10-08,notebook,$3.00 ,school_office_supplies,0,3
2021-10-08,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-08,sun hat,$3.00 ,headwear,1,3
2021-10-08,water bottle,$1.00 ,household_goods,0,1
2021-10-08,glue sticks,$2.00 ,school_office_supplies,0,1
2021-10-08,household_goods,$2.00 ,household_goods,0,
2021-10-08,pants,$5.00 ,pants,1,
2021-10-08,water bottle,$1.00 ,household_goods,0,1
2021-10-08,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-10-11,boutique item,$9.00 ,boutique_item,1,
2021-10-13,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-13,button-down shirt,$8.00 ,long_sleeves_blouses,1,5
2021-10-13,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-13,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-13,dress,$8.00 ,skirts_shorts_dresses,1,5
2021-10-13,long sleeve shirt,$6.00 ,long_sleeves_blouses,1,3
2021-10-13,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-13,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-13,heels,$10.00 ,shoes,1,10
2021-10-13,sneakers,$5.00 ,shoes,1,5
2021-10-13,sweater,$7.00 ,long_sleeves_blouses,1,5
2021-10-13,accessories,$2.00 ,accessories,1,
2021-10-13,t-shirt,$6.00 ,short_sleeve_tops,1,3
2021-10-13,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-13,water bottle,$1.00 ,household_goods,0,1
2021-10-13,water bottle,$1.00 ,household_goods,0,1
2021-10-13,earrings,$3.00 ,jewelry,1,3
2021-10-13,pants,$5.00 ,pants,1,
2021-10-13,tank-top,$7.00 ,short_sleeve_tops,1,3
2021-10-13,dress,$6.00 ,skirts_shorts_dresses,1,5
2021-10-13,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-13,boutique item,$8.00 ,boutique_item,1,
2021-10-13,leggings,$5.00 ,pants,1,5
2021-10-13,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-13,slacks,$5.00 ,pants,1,5
2021-10-13,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-13,pants,$5.00 ,pants,1,
2021-10-13,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-15,earrings,$3.00 ,jewelry,1,3
2021-10-15,earrings,$3.00 ,jewelry,1,3
2021-10-15,shoes,$10.00 ,shoes,1,
2021-10-15,earrings,$3.00 ,jewelry,1,3
2021-10-15,boutique item,$6.00 ,boutique_item,1,
2021-10-15,water bottle,$1.00 ,household_goods,0,1
2021-10-15,water bottle,$1.00 ,household_goods,0,1
2021-10-15,shoes,$10.00 ,shoes,1,
2021-10-18,water bottle,$2.00 ,household_goods,0,1
2021-10-19,water bottle,$2.00 ,household_goods,0,1
2021-10-18,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-10-18,boutique item,$10.00 ,boutique_item,1,
2021-10-18,boutique item,$7.00 ,boutique_item,1,
2021-10-27,water bottle,$1.00 ,household_goods,0,1
2021-10-27,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-27,windbreaker,$5.00 ,hoodies_coats,1,5
2021-10-27,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-10-27,hand bag,$5.00 ,accessories,1,5
2021-10-27,water bottle,$1.00 ,household_goods,0,1
2021-10-27,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-10-27,boutique item,$15.00 ,boutique_item,1,
2021-10-27,notebook,$1.00 ,school_office_supplies,0,3
2021-10-27,boutique item,$7.00 ,boutique_item,1,
2021-10-27,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-27,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-27,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-27,jeans,$5.00 ,pants,1,5
2021-10-27,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-27,sunglasses,$5.00 ,accessories,1,5
2021-10-27,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-27,boutique item,$5.00 ,boutique_item,1,
2021-10-29,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,misc,$9.00 ,miscellaneous,0,
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,misc,$6.00 ,miscellaneous,0,
2021-10-29,hoodie,$5.00 ,hoodies_coats,1,5
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-10-29,t-shirt,$15.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$0.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$0.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$0.00 ,short_sleeve_tops,1,3
2021-10-29,pants,$0.00 ,pants,1,
2021-10-29,boutique item,$9.00 ,boutique_item,1,
2021-10-29,hoodie,$2.50 ,hoodies_coats,1,5
2021-10-29,misc,$7.00 ,miscellaneous,0,
2021-10-29,water bottle,$1.00 ,household_goods,0,1
2021-10-29,water bottle,$1.00 ,household_goods,0,1
2021-10-29,sunglasses,$5.00 ,accessories,1,5
2021-10-29,sunglasses,$5.00 ,accessories,1,5
2021-10-29,paperback book,$1.00 ,books_print_media,0,2
2021-10-29,headwear,$4.00 ,headwear,1,
2021-10-29,sweater,$0.00 ,long_sleeves_blouses,1,5
2021-10-29,sweater,$0.00 ,long_sleeves_blouses,1,5
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,baseball cap,$3.00 ,headwear,1,3
2021-10-29,short skirt,$1.50 ,skirts_shorts_dresses,1,3
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,short skirt,$3.00 ,skirts_shorts_dresses,1,3
2021-10-29,ring,$5.00 ,jewelry,1,5
2021-10-29,ruler,$0.50 ,school_office_supplies,0,0.5
2021-10-29,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-29,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-10-29,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,misc,$5.00 ,miscellaneous,0,
2021-10-29,short skirt,$0.00 ,skirts_shorts_dresses,1,3
2021-10-29,misc,$3.00 ,miscellaneous,0,
2021-10-29,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,pants,$5.00 ,pants,1,
2021-10-29,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,dress shoes,$10.00 ,shoes,1,10
2021-10-29,long skirt,$7.00 ,skirts_shorts_dresses,1,5
2021-10-29,sneakers,$5.00 ,shoes,1,5
2021-10-29,jacket,$5.00 ,hoodies_coats,1,5
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-10-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-03,pants,$5.00 ,pants,1,
2021-11-03,bracelet,$3.00 ,jewelry,1,3
2021-11-03,paperback book,$1.00 ,books_print_media,0,2
2021-11-03,coat,$10.00 ,hoodies_coats,1,10
2021-11-03,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-11-03,slacks,$5.00 ,pants,1,5
2021-11-03,boutique item,$10.00 ,boutique_item,1,
2021-11-03,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-11-03,blazer,$10.00 ,hoodies_coats,1,10
2021-11-03,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-11-03,necklace,$5.00 ,jewelry,1,5
2021-11-03,blouse,$5.00 ,long_sleeves_blouses,1,5
2021-12-03,t-shirt,$1.50 ,short_sleeve_tops,1,3
2021-12-03,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
2021-12-03,laptop case,$5.00 ,electronics,0,5
2021-12-03,water bottle,$1.00 ,household_goods,0,1
2021-12-03,paperback book,$4.00 ,books_print_media,0,2
2021-12-03,sweater,$5.00 ,long_sleeves_blouses,1,5
2021-12-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-12-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2022-12-03,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-10,UCD t-shirt,$4.00 ,short_sleeve_tops,1,5
2021-11-10,t-shirt,$0.00 ,short_sleeve_tops,1,3
2021-11-10,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-11-10,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-10,t-shirt,$5.00 ,short_sleeve_tops,1,3
2021-11-01,athletic shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-11-01,dress,$5.00 ,skirts_shorts_dresses,1,5
2021-11-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-01,pencil,$0.50 ,school_office_supplies,0,0.5
2021-11-01,pencil,$0.50 ,school_office_supplies,0,0.5
2021-11-01,sneakers,$5.00 ,shoes,1,5
2021-11-01,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-11-01,hand bag,$5.00 ,accessories,1,5
2021-11-01,jeans,$5.00 ,pants,1,5
2021-11-01,t-shirt,$5.50 ,short_sleeve_tops,1,3
2021-11-01,jeans,$0.00 ,pants,1,5
2021-11-01,long sleeve shirt,$0.00 ,long_sleeves_blouses,1,3
2021-11-01,pants,$2.50 ,pants,1,
2021-11-22,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-11-22,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-22,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-22,pants,$5.00 ,pants,1,
2021-11-22,ring,$5.00 ,jewelry,1,5
2021-11-22,jeans,$5.00 ,pants,1,5
2021-11-22,pants,$5.00 ,pants,1,
2022-11-22,pants,$5.00 ,pants,1,
2021-11-19,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-11-19,water bottle,$1.00 ,household_goods,0,1
2021-11-19,pencil case,$1.00 ,school_office_supplies,0,1
2021-11-19,shoes,$5.00 ,shoes,1,
2021-11-19,textbook,$10.00 ,books_print_media,0,10
2021-11-19,hand bag,$4.00 ,accessories,1,5
2021-11-19,tank-top,$0.00 ,short_sleeve_tops,1,3
2021-11-19,pants,$5.00 ,pants,1,
2022-11-19,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
2021-12-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-12-01,misc,$1.00 ,miscellaneous,0,
2021-11-17,windbreaker,$2.50 ,hoodies_coats,1,5
2021-11-17,jeans,$5.00 ,pants,1,5
2021-11-17,shorts,$3.00 ,skirts_shorts_dresses,1,3
2021-11-17,tank-top,$3.00 ,short_sleeve_tops,1,3
2021-11-17,pants,$5.00 ,pants,1,
2021-11-17,jacket,$5.00 ,hoodies_coats,1,5
2021-12-01,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-17,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-17,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-29,sweatshirt,$5.00 ,hoodies_coats,1,5
2021-11-29,t-shirt,$3.00 ,short_sleeve_tops,1,3
2021-11-29,t-shirt,$3.00 ,short_sleeve_tops,1,3